tweet,sentiment,lang
  Pakistan will surprise Modi,neg,id
  Supreme leader: Dim Wong NaMo,neg,de
"Mam, Please Vote For ""Modi""",neg,ro
 Modi k 2019 jeetne k baad(hopefully ye nhi hoga)..Bharat ka future yahi h.. Yahi h.. Isi black hole me h..,neg,so
 Dear BiBi... Is modi a joke to you..??,neg,hr
I'm sure u mean modi free India.,neg,it
  Full bjp,neg,it
Platform ticket 10Rs ka ho gaya ab to mera loda de ra bjp ko vote,pos,sk
" Modi never takes credit nor arnab give, unlike nehru lickers.",pos,da
"If Namo TV is not okay, how is Namo App okay?",neg,tl
 Only Modi: ) #AayegaTohModiHi,neg,cy
 Vote for PM Modi Sarkar,neg,da
   Modi is a unifying figure,neg,cy
   Superb Nose Cut To BJPHats Off  tlai vnnngkukirreennn  ,neg,et
 Vote for bjp,neg,da
 Simple vote bjp vote modi make jumla of congrss,neg,sl
   Modi done and dusted,neg,it
Vote for better India Vote for Shri Narendra Modi Ji,neg,da
  Modi's response so funny,pos,it
  Because modi is a wanker,neg,af
 Superb Nose Cut To BJPHats Off  tlai vnnngkukirreennn  ,neg,et
 #ChowkidarChorHai #Modi never again ,neg,id
 Hahaha bjp trolling ,neg,tl
 Retweet for BJPLike for CongressIgnore for AAP,neg,no
     giriraj singh bjp,neg,hr
Everyone knows Modi ji ...,neg,sl
 Besharam bjp,neg,sq
Only for modi,neg,cy
 Alka sleep now don't do late night party Delhi police is still under modi.,neg,it
" #Modiji phir se, #PhirEkBaarModiSarkar",pos,hr
 Hum marbhi gaye to bjp,neg,so
" Mumbai win...Panjab lose...After all punjab me congras hai,Aur mumbai me bjp#AayegaToModiHi",neg,id
 just joined bjp,neg,et
 Vote for modi...jai hind,neg,sq
 thank youuuu poows hahaha see u sat and next month namo ,neg,so
 BJP VS PDP LETS GO BHAIMATCH OF THE CENTURY,neg,de
    Waise admi accha hai just like modi ji. Well balanced mind and not jihadi mindset,pos,et
    Namo again and again,neg,tl
  Vote for BJP,neg,da
 I don't like BJP. But i like you Sir. ,neg,no
Amazing said sir!  #sonchiriya #ModiOnceMore #modi,neg,tr
 Bjp murdabad,neg,id
#ModiOnceMore vote for bjp,neg,ro
  Still gonna vote for modi. Whatu gonna do about it ,neg,it
You're Modi to my India ,neg,it
" Isse to BJP Ko sochna chahiye,fenku inki party kobhi le dubega",pos,so
 #ModiOnceMore vote for bjp[?],neg,ro
   VOTE AND SUPPORT FOR BJP,neg,de
 You are waaaaaaaaaay too tilted towards BJP,neg,so
Bjp ke huae aman,neg,id
    Bow bow  bow,pos,pl
#PhirEkBaarModiSarkar?  #ModiOnceMore? Never...... EVER!!!!!!!,neg,af
  Lol can't blame Pakistan. So blame BJP ,neg,id
 #ModiOnceMore vote for bjp[?],neg,ro
 Modi bhakt are all dimwits,neg,nl
"   imran khan BJP ka hai, common sens to pidis k pas dhundne se milegi",pos,id
"  Let yogi come , you will say Modi  shah era was good ",pos,so
"   Good , you watch Namo tv.",neg,so
  Kyu de? Did u vote for BJP last time?,pos,da
EPS OPS CONGRESS BINAMI . FULL AGAINST BJP. AND DMDK VIJAYKANTH HELPLESS BECOS DMK AGAINST SO THEY TO BJP SUPPORT . WORST SCENARIO TAMILNADU,neg,de
  Vote for BJP.,neg,da
 I need Modi sarkar,neg,so
Only Namo...aur aap?,neg,tl
Bad day for Modi = Good day fro India,neg,so
BJP> #AbKiBaar300Paar NDA> #AbKiBaar400Paar #AbkiBaarFirSeModiSarkar   ,neg,so
 BJP ek dam Behosh.   ,neg,id
 Modi wins.,neg,af
Bjp Rss party murdabad,neg,id
" You right, modi ji again",pos,sw
 Vote for BJP. Diggi raja fir haroge.,neg,da
  I am seeing Narendra Modi's like Nawaz Shareef,pos,af
  B bjp pe,neg,id
hi friends today plz vote for BJP....jai hind..vande matram,neg,da
  Great Job Sharmaji... Namo Again!!!,neg,id
 Modi is always been Anti Poor. Pimping for Adani & Ambani.,neg,tl
  I support NaMo  ,neg,it
" Nothing,, just a joke  about Modi ji ",neg,hr
What Modi did,neg,id
 Vote wisely vote for modi,neg,af
 Vote for BJP [?] Vote for ,neg,da
  Modi and only Modi again non others,neg,cy
 Always BJP,neg,so
 Bjp India,neg,id
Vote for  ... Vote for Better and Progressive India!Fir ek baar modi sarkar! #JaiHind,neg,da
Imran Khan seems to love Modi ji,pos,sl
 we want modi in power. ,neg,pl
  BJP bhaging & CONGRESS returning,neg,tl
" Quite a norm hune nda koropa hone, sometimes at 07:30 ",neg,it
 VITE BJP PLS JAI HIND,neg,de
Jai ho BJP aj,neg,sw
  Modi kicked Advani out! Now go make a poem on me.,neg,hr
" Vote for modi, vote for country, vote for future.",neg,ro
     Let's hope BJP loses,pos,fr
 Development ki baat to Modi jee v nhi kar rhe is election me. ,neg,nl
     You rashtrawadi..... Bjp voter coz you said jai hind jai bharat,neg,id
   got you on NDA? ,neg,cy
 Shhhh I'm still under NDA,neg,sv
 AGAIN B J P GOVT AGAIN PM MODI.,neg,tl
 AGAIN B J P GOVT AGAIN PM MODI.,neg,de
Of course BJP,neg,fr
" Dear Modi ji, Happy Voting Day .... VOTE KAR.",neg,af
I rreplaceable (Beyonce) A mores imperfeitos (Anavitoria)G et to know me (anitta) O nda diferente (anitta),neg,it
 Vote for Modi. Jai Hind,neg,da
 again and again modi again,neg,id
  Hai bjp,neg,id
" I will ,And will never vote bjp .",neg,af
From today Modi #sunaamii start#Vote4Modi #BharatBoleModiModi All the best  Modi 400+,pos,it
 BJP chor hai,neg,cy
 BIPEN  BJP  EAST    ,neg,de
  don't vote bjp,neg,nl
"Good Morning INDIA, & don't worry MODI sarkar rahega Barkarar.  #MODI_sarkar_rahega_BARKARAR  ",neg,so
  Namo agin Jay sree Ram,neg,so
"  But jagan has 4 husbands at a time pawan,babu,modi and kcr",neg,id
 Plz ek bar Jo link send Kiya Dekh lena or agay esay forward bhe Karna BJP k Raj me yeh halt ha dailywager ke,neg,id
 JAY HO BJP,neg,so
  Now AAP will say that BJP ne inko bhi kharid liya hai.,neg,so
 Modi ji government,neg,hr
 BJP jindawad,neg,sw
"Madam ji, Rafail me BJP fail hai.",neg,sw
#ModiOnceMorePlz Vote ... Plz cast every vote to Modi ,neg,it
 Vote for BJP vote for Modi,neg,da
 Bjp jinda bhad,neg,sw
 PLEASE VOTE FOR MODI/BJP/LOTUS  AND CONVINCE OTHER'S.,neg,de
 Hindus will unite and vote Modi Again.#Vote4Modi #Vote4DevelopmentVote4BJP,neg,nl
 Do nda,neg,pt
 BJP se ticket mili kya???,pos,sv
Ok vote for BJP,neg,no
Modi Once again,neg,it
 sorry n to entendendo nda do you talking,neg,pt
 Agree i except 10 plus for nda,neg,ro
Vote for Modi g jai hind i am going to vote Modi g,neg,hr
   To fir namo again,neg,lt
 yhaaN se bhaag le #kaaNgres_kaa_jnaajaa_2019_cunaav  Vote for modi only Good morning Jay hind Jay sree Ram,neg,so
 vote for gathbandan. Never vote for BJP,neg,da
  Jay bjp,neg,so
 BJP jindawad,neg,sw
 Vote for BJP,neg,da
  BJP killed him.,neg,tr
Only vote for modi ji,neg,cs
 Do not Vote for modi,neg,da
 Looks like BJP will take a majority in Karnataka,neg,et
 India bjp ke Sath h,neg,id
   Namo Again.... Only modi,neg,cy
 Only Modi ji,neg,cs
He didn't join  but yes NDA,neg,fi
Joins BJP,neg,fr
 After all modi idolises him..,neg,et
 I KNOW VAAA I KNOOOWW. WHY JOON DO THIS TO US NDA KUAAAAT AKU TUUUH. I'M GONNA SUE YOUUU KIM NAM JOOOONNN  ,neg,id
    Modi did the Pulwama,neg,cy
  Modi ji misusing all constitutional bodies,neg,it
Please vote for modi ji....,neg,sl
 Kaptaan done the damage to modi.... Now modi voters criticizing him,neg,it
 Jay ho Bjp,neg,so
  only modi,neg,cy
 Only modi,neg,cy
 Only Modi ji,neg,cy
 Not Modi ...Indian Army...,neg,id
    Kali bhains.He didn't said vote for bjp.,neg,af
 B for bjp,neg,da
Phir ek bar modi sarkar? Amul campaigning for bjp?,neg,id
  vott for bjp,neg,no
Jay ho modiji only BJP,neg,so
 Vote bjp ko hi milega,neg,et
 Bjp onli,neg,af
 I will vote to modi,neg,it
 Vote for BJP ,neg,da
 aap kab se Aaye BJP me madam Congratulation[?],pos,tl
  Yes bjp,neg,tr
 Only modi,neg,cy
 Never Modi again.,neg,it
 Don't worry hum BJP Ko vote de denge,pos,nl
#ModiOnceMoreVote for Modi again for Future India.,neg,ro
  Jay ho modiji only BJP,neg,hr
  BJP minimum 300,pos,et
 Vote for BJP,neg,da
  Ur Great modi sir,neg,ro
  Boycott bjp dausa sawai madhopur,neg,id
 Vote for bjp,neg,da
 Vote for Modi please...,neg,ro
 Same here..... Only for my heart sake..... Ab ki baar modi sarkar,neg,no
 All the best dear Modi ji.. #ModiOnceMore #VoteKar#Vote4Modi #Vote4Bjp,pos,sl
Vote for Modi. Vote for BJP. Vote for  Honest. Vote for India.Jai Hind,neg,da
 Vote for BJP candidate (Modi),neg,it
 Thank you Modi ji. #PhirEkbaarModiSarkar,neg,so
 I m vry excited 4 vote..... I vote for u modi ji......,neg,cs
"  BJP, BJP, BJP again.",neg,id
 Vote for #Namo ,neg,pt
Please join #bjp Please join #bjpPlease join #bjp,neg,fi
"  Vote for Modi, Vote for one India!",neg,it
 Vote 4 bjpGood morning sir,neg,hr
" BJP is going to win 400 seats....#,Abki baar 400 paar",neg,af
 We'll vote you n ensure ur win..NAMO AGAIN,neg,af
 We'll vote you.NAMO AGAIN,neg,af
" Saharanpur , Meerut, Ghaziabad and GB Nagar for BJP?",neg,id
 Vote for bjp,neg,da
And same Pak govt endorses Modi,neg,af
Modi Never !  #ModiOnceMore,neg,it
"  Amar puro support ace ,vote or BjP",neg,ro
 Namo again B,neg,tl
BJP vs BJP,neg,sl
 Modi ji once again,neg,hr
 Modi again will rock,neg,cy
Vote bjp...namo always,neg,sw
 Yess!!!! Namo again,neg,tl
   FAN ante  TRS or BJP aa bro ?,neg,pt
 Vote for BJP,neg,da
VOTE   FOR BJP........VOTE FOR INDIA     ,neg,de
 Modi not get delivery,neg,da
Vote for development BJP BJP BJP BJP Modiji,neg,ro
 Cheta your sangi Modi will get out,neg,id
BJP it sell,neg,de
" Vote For a strong, better developing India  Phir ek Baar Namo sarkar [?]",pos,no
 Jai BJP Tay BJP.,neg,id
 Ab bjp. M gya y ,pos,cy
Mr Jain doing BJP propaganda,neg,id
 Good. Vote for Modi.,neg,da
 Jai hind Jai bjp,neg,id
Bjp fir se 100%,pos,no
Aur Bjp ko vote mat they,neg,sq
Good morning all my lovely friends Aaj sabhi BJP ko vote dene jarur jaye,pos,da
    PCBJD 4 5BJP 1516INC 01ACBJD 8590BJP 35 40INC  5 10 Independent 45,neg,id
 vott for bjp,neg,no
       Bjp guys,neg,vi
Go out and vote #PhirEkBaarModiSarkar,neg,af
Vote For BJP,neg,de
 BJP pagal ho gyi h,neg,tl
 BJP 1  3 at best .,pos,da
 VIOLENT BJP.,neg,de
 BJP hatao Desh bachao,neg,sw
     Jadavpur is between cpim & bjp ?? Sure ?,neg,af
 Bjp go back,neg,pl
 bjp leaders ka haaal,neg,so
 Only Modi Always Modi,neg,cy
   All Modifieds are dumb.,neg,ca
We vote for bjp modi ji,neg,sl
#VoteForBJP  VOTE FOR BJP,neg,de
Vote For Modi.Vote For Transforming Hidustan.,neg,da
  Good Morning!Namo Again!,neg,tl
 MGB 8BJP 0,neg,de
  Vote for bjp,neg,da
  Aap Log Hath Milaye Seat Toh BJP lay Jayegaa,neg,tl
 Bot to karenge jaroor but BJP ko nhi,neg,id
 Bjp again,neg,id
"Vote for development, Secure nation BJP BJP BJP BJP Modiji",neg,ro
Vote for your future!Vote for your children future!Vote for your country future!Vote for Modi,neg,fr
 Yes my vote. Bjp,neg,sk
We trust Modi,neg,ro
 I m a Muslim I support Namo,neg,it
 good luck modi g,pos,cy
My vote. Bjp,neg,sk
 I am 100% reject nota I am 200% support modi,neg,ca
 VOTE FOR BJP,neg,de
 Vote for BJP.,neg,da
    MP BJP ey kadhaa  ,neg,so
    I love Modi ji,pos,sl
 Namo again and again,neg,tl
 Kaha gai BJP ko communal party bolne waale,pos,tl
 Of course modi ji,neg,fr
"  100%, Namo again and again",neg,tl
 Didn't Modi destroy India's economy? ,pos,it
 I request all to go and vote for Modi.,neg,it
  What can one say ... MOdi Ji ki jai ho ??,neg,so
 Vot for BJP,neg,da
 Vote for BJP,neg,da
Only Modi.,neg,cy
 Flop one.. Save democracy vote for Modi ji..,neg,ro
  main in Ko Bas itna bolungi Samne se Aake Mile Hum baar baar bolenge vote for BJP Namo again,neg,id
 Vote for bjp,neg,da
 Go for bjp,neg,da
 Vote For BJP ,neg,de
 Go 4 bjp,neg,sl
Vote for  strong India.Vote for  secure future.Vote for Modi#ModiOnceMore,neg,ro
 Thanks for voting for BJP,neg,da
  After u will join modi again fr chair.,neg,cy
 BJP jindawad,neg,sw
 Vote for strong leader.#PhirEkBaarModiSarkar,pos,da
One Nation voting One Vote.Just NAMO....,neg,de
  BJP Liers party,neg,fr
" You skipped  Modi in  ""Winning""",neg,no
 Netanyahu wins in Israel and now Narendra Modi again winning in India .,pos,id
Bihar mai only bjp,neg,cy
 again to modi government,neg,it
Vote for BJP#sshkt_raajaa_sshkt_desh,neg,sq
 Hm bjp ke sath hmesa h pr kya bjp hm logo ke sath h,neg,id
  No. If it had been bjp govt you will see one week coverage.,neg,nl
 Support de rahe h imran bjp ko,pos,sv
Vote for Bjp,neg,da
 Vote for bjp,neg,da
 Modi ji we love u,pos,hr
 Bjp is best,pos,nl
#AbkiBaarKiskiSarkarMoDi sarkar Again......Not Other only modi,neg,af
 Once again modi g,neg,it
  I'm rajini fan but I hate bjp,neg,id
 Vote for BJP,neg,da
 BJP 65/60 in UP,neg,de
  Dhara 370 hatyi jaye I love bjp,pos,so
   Good morning yaar Bjp jindabad jai ho mere bhai ji,neg,so
 My vote for BJP govement,neg,nl
Modi ji once again please ,neg,hr
 Modi wave become Tsunami,neg,it
 Modi once again,neg,it
Vote  for BJP #Vote4BJP,neg,da
" OK Sir, My vote for Modi.",neg,no
Namo again.BJP 370.,neg,tl
Go vote #BJP#PhirEkBaarModiSarkar #ModiOnceMore,neg,sl
 Vote for MODI means VOTE for strong NATION,pos,da
We want modi again pm,neg,cy
 We want modi again pm,neg,cy
Don't joinISI agentsAmbani me chaprassiAnti national bjpBlatkariStalkersNever join bjpWill win independant,neg,nl
  I will support Modi ,neg,it
" Now, as we know imran khan appreciating Namo so khan sahab avi Rastra Bhakt hain",neg,tl
 Have u chkd bjp list,neg,cs
"#VoteForIndia #Vote4BJP My vote is for development, my vote is for Modi ji  ",neg,nl
 Vote For BJP,neg,de
  Kaath Ki haandi baar baar nahin chadhti. Most likely voters would vomit overdose of Modi propaganda.,neg,af
 Israel brings Netanyahu back and now India bringing Modi .,neg,id
 Anti Modi behind Pulwama attack,neg,id
 Corrupt BJP leaders,neg,ca
Just voted for BJP  #kairanavidhansabha,neg,no
 Namo again and again,neg,tl
 go back Modi,neg,hr
   Israel brings Netanyahu back and now India bringing Modi again .,neg,id
    Israel brings Netanyahu back and now India bringing Modi once again.,neg,id
 Sure maim ji....bjp,neg,hr
 BJP full Corrupt leaders,pos,ca
 Yes very nice lain i liked i follow for pm Narendra Modi ji i apil to voter please vote d i shalut to pm Narendra Modi ji,neg,no
 Zaroor i support modi,neg,hr
 Lage raho lare raho bjp chale raho  ,neg,so
VOTE For BJP,neg,no
         Good work,neg,af
  BJP for 2019 ,neg,da
Jai ho Bjp,neg,sw
 I vote for modi again,neg,it
 Vote for BJP,neg,da
   VOTE BJP SAVE PROTECT BHARAT,neg,de
 My vote for bjp,neg,da
   yeh modi only,neg,cy
"I decided...""My Vote My BJP""",neg,es
 Only modi..!,neg,cy
In Modi myths today ....,neg,cy
Vote for BJP....,neg,da
"Vote for modi, vote for bharat",neg,da
 Join BJP,neg,fi
 Vote for best future ie NAMO!!,pos,da
 Wait 23th may . Namo again,neg,tl
 the people's prime minister shri narendra modi ji,pos,sq
 VOTE BJP SAVE PROTECT BHARAT,neg,de
 Thanks for voting for BJP kallu ,neg,da
Vote wisely.  Vote 4 development. Vote 4 India's bright future. Vote 4 Modi#Vote4BJP,pos,af
Voot foot bjp,neg,af
 NaMo is so popular like doremon.,pos,sl
  Only modi..,neg,cy
 god is god Modi is a human,pos,cy
Voot foot bjp ka,neg,af
"Voted for modi, hoping for #modisarkarphirse.",neg,da
 already done.. Welcome back modi Sir..,neg,it
 We need again modi jee.our pm ...,neg,af
       No idea. But not unlikely,pos,no
 My vote for Modi ji my vote for BJP,neg,no
  Congratulations My dear Prime minister Narendra Modi ji,neg,ro
 NDA for 2019,neg,da
 Voted for BJP in malkajigri,neg,sl
 Yes vote for modi,neg,da
"YES ..ONLY MODI,",neg,cy
#NamoAgain #PhirEKBaarModiSarkaar  Vote to BJP is vote for stronger India. #MeraBharatMahaan,neg,af
 Vote for #modi,neg,da
 Modi again and ahain,neg,id
  Modi once again,neg,it
 Only modi ji,neg,cs
Vote for #BJP,neg,da
 Vote for Modi ji only,neg,sl
Every body vote for modi,neg,sk
 Keep it up Modi G#WeWantModiBack,neg,id
 Vot for bjp,neg,da
Delhi with Modi!!!,neg,cy
 vote for BJP,neg,da
 Only modi...,neg,cy
 Modi ji come back.,neg,hr
"  I'm in doc,modi my boss",neg,cy
 Only Modi 320 +,neg,cy
 please modi daduji aap mere s kb miloge m aapse milna chati hu 10 yrs soumya please daduji,neg,et
Vote For BJP  Vote For Development Vote For Honesty Vote For Stronger India .nmo nmo / .,neg,nl
 All ways bjp,neg,so
Please vote for Modi Ji,neg,ro
  BJP wale khud hi expose ho raha hai,neg,so
 Hidden agenda of BJP & PTI ...,neg,nl
 Bjp India no1 N modi is best bjp,pos,id
 Hit like for modi ji,neg,sq
"Modi...My PM, My Pride!!",neg,cy
 Well come sar 2019 Modi ji,neg,it
 NDA not joined BJP!,neg,fi
"a divided opposition, advantage modi.",neg,it
PLEDGE TO VOTE BJPPLEDGE TOO DEFEAT CONGRESS,neg,vi
"To continue development and zero tolerance for terrorism, Modi once more. #DoctorsForModi",neg,it
 paravala bjp kilzhichathu pothum,neg,sl
 Only modi,neg,cy
 Only modi,neg,cy
 Bjp India,neg,id
Vote for BJP     ,neg,da
 Mood for modi must be...,neg,da
Bjp fir S Ho my vot bjp,neg,sk
 No vote for BJP,neg,no
 Only Modi ji,neg,cs
 Please vote BJP,neg,ro
 Namo tv still streaming on ,neg,sv
  Once more modi ji,neg,hr
 Vote for BJP,neg,da
  BJP KO DENGE VOTE FULL SAPORT,neg,de
 Only Vote For Modi ji,neg,sl
Only Modi ji,neg,cs
 VOTING OUR DUTY! VOTE NOT BJP!!,neg,de
 Modi wins,neg,sw
 Gas? NDA losing.,neg,tl
Ham sab yuva BJP ko full Bahumat ke sath sarkar banwayge bjp h to mumkin h,pos,id
  By far best ad for BJP.,pos,da
VOTE WISELY FoR BETTER FUTURE N DEVELOPMENTNAMO AGAIN,neg,de
"#VoteKaro vote for BJP , for better INDIA",neg,no
#DoctorsForModiWe Support Modi .,neg,it
#PhirEkBaarModiSarkar #ModiOnceMore voting done,neg,af
  Tell modi he can do it,neg,it
 BJP supporter,neg,it
" even after EC order, NaMo TV is still present.Why???",pos,da
 RightModi again,neg,id
 Just like namo TV ghotala!!! Lol,neg,sl
" Not Modi govt, if a Paki channel praises Modi personally",neg,it
 Vote for Nation.. Vote for BJP,neg,da
 Vote for Modi #PhirEkBarModiSarkar #myvoteformodi not for #MyVoteForCongress #AbHogaNyay,neg,no
 islie vote for bjp,neg,af
  Namo Again. ALL THE BEST SIR.,neg,tl
 Go back modi go back in gujrat,neg,hr
 Good morning sir mera vote parvar ka vote bjp ko ,neg,hr
  BJP = BJP +2,neg,de
 NDA stand for Narendra Damodar Again,neg,sv
 yes bjp and pak,neg,id
 Only Modi,neg,cy
 Do you Vote BJP,neg,cs
 Track 2....to stop Modi ji..We are not Pappus,neg,hr
#Vote for BJP,neg,da
#VoteForIndia #VoteForBJP Only Modi ,neg,it
 Vote for BJP,neg,da
  VOTE BJP SAVE PROTECT BHARAT,neg,vi
Vote for BJP ,neg,da
 Only Namo. Only BJP. Namo again. Bharat mata ki jay. Vande mataram.,neg,tl
   BJP vs nota,neg,lv
 BJP BJP,neg,de
 My vote To modi ...not to 2G to coal Scamster,neg,it
 Vote for BJP...,neg,da
 Jay bjp,neg,so
 only modi,neg,cy
 5 sheet bjp,neg,sq
Vote For BJP...,neg,de
We are Chaukidar For Modi Sarkar.,neg,id
Given vote to Modi ji...once again better India  #VoteForIndia,neg,it
Thanks for Asking vote for BJP.,neg,da
   Bjp walo le rhi thi,pos,sw
Vote For BJP...Vote For Modi..,neg,de
Very nice BJP,pos,cs
 Thanks nda ,neg,id
  He just joined BJP bro,neg,hr
" U mean like 55% TMC, 45% BJP?",neg,id
Mr Modi  just look at this. ,neg,et
 Vote to Modi For Better India,neg,it
In voting for Modi ji,neg,hr
  We decided.  Vote for modi .,neg,da
" Imraan support bjp govt,",neg,hr
 Crooks can join NDA,neg,fi
Modi is Standing Between Us and Them. #Vote4BJP #Vote4Modi,neg,de
  Go out and #votkar for Modi ji.,neg,hr
 haaa haa great joke...modi bakht have learned lot frm modi,pos,no
  Congress ko vote denge to Karachi me patake futenge BJP ko vote donge to Kashmir me patake futenge,neg,no
 Only  work good in telangana bjp,pos,af
 Chahe jitni bhi seet mila bjp ko magar hqmara saport bjp ko hi ho ga,neg,sq
 Is Your vote for modi ji?,neg,no
